0.000000 	 0.000000 	 0.000000 	 
3.333333 	 3.333333 	 3.333333 	 
6.666667 	 6.666667 	 6.666667 	 
10.000000 	 10.000000 	 10.000000 	 
13.333333 	 13.333333 	 13.333333 	 
16.666666 	 16.666666 	 16.666666 	 
20.000000 	 20.000000 	 20.000000 	 
23.333334 	 23.333334 	 23.333334 	 
26.666668 	 26.666668 	 26.666668 	 
30.000002 	 30.000002 	 30.000002 	 
33.333336 	 33.333336 	 33.333336 	 
36.666668 	 36.666668 	 36.666668 	 
40.000000 	 40.000000 	 40.000000 	 
43.333332 	 43.333332 	 43.333332 	 
46.666664 	 46.666664 	 46.666664 	 
49.999996 	 49.999996 	 49.999996 	 
53.333328 	 53.333328 	 53.333328 	 
56.666660 	 56.666660 	 56.666660 	 
59.999992 	 59.999992 	 59.999992 	 
63.333324 	 63.333324 	 63.333324 	 
66.666656 	 66.666656 	 66.666656 	 
69.999992 	 69.999992 	 69.999992 	 
73.333328 	 73.333328 	 73.333328 	 
76.666664 	 76.666664 	 76.666664 	 
80.000000 	 80.000000 	 80.000000 	 
83.333336 	 83.333336 	 83.333336 	 
86.666672 	 86.666672 	 86.666672 	 
90.000008 	 90.000008 	 90.000008 	 
93.333344 	 93.333344 	 93.333344 	 
96.666679 	 96.666679 	 96.666679 	 
100.000015 	 100.000015 	 100.000015 	 
